0,1
0,2
0,4519
0,23073
0,33043
0,33971
0,75503
0,101215
0,120044
0,123880
0,124002
0,206567
0,274042
0,369692
0,411025
0,413808
1,2
1,5915
1,7741
1,7852
1,7979
1,8085
1,8086
1,9335
1,10971
1,12238
1,13090
1,13419
1,13811
1,14662
1,15004
1,15432
1,16259
1,16408
1,16803
1,17411
1,18035
1,21502
1,22970
1,27021
1,27466
1,28995
1,29998
1,31096
1,33126
1,33762
1,35156
1,36918
1,37774
1,40548
1,44446
1,44725
1,46588
1,47489
1,49063
1,49144
1,56260
1,58164
1,58212
1,63386
1,66243
1,66305
1,66668
1,67191
1,73133
1,74815
1,75213
1,77551
1,78424
1,81806
1,83059
1,84042
1,84805
1,85126
1,86291
1,90680
1,92739
1,92740
1,93377
1,95874
1,97590
1,97591
1,97758
1,103133
1,110696
1,113230
1,115324
1,122675
1,159465
1,162643
1,164373
1,166307
1,173255
1,173256
1,179100
1,193261
1,194924
1,198462
1,223322
1,229958
1,248344
1,253221
1,255383
1,268421
1,321570
1,321680
2,6786
2,10077
2,16803
2,23595
2,33043
2,33126
2,37678
2,44724
2,54787
2,65297
2,66305
2,75213
2,75502
2,75503
2,79494
2,84203
2,93250
2,97758
2,108350
2,108790
2,127771
2,139006
2,157374
2,189316
3,10816
3,15821
3,18373
3,21946
3,22531
3,22955
3,34140
3,56565
3,58183
3,59273
3,71407
3,117331
4,11
10,53
10,61
10,368
10,369
10,3514
10,3641
