0,645
0,519
0,217
0,305
0,377
0,897
0,132
0,653
0,655
0,316
0,874
0,296
0,17
0,777
1,850
1,177
1,666
1,208
1,74
1,340
1,347
1,478
1,820
1,298
1,947
1,99
1,287
1,770
2,813
2,805
2,312
2,630
2,530
2,131
2,646
2,770
2,109
2,678
2,690
2,95
2,895
2,253
2,419
2,499
2,507
2,891
3,411
3,995
3,520
3,465
3,266
3,493
3,723
3,938
3,85
3,97
3,62
3,258
3,451
3,805
3,277
3,700
3,138
3,148
3,748
3,381
3,298
4,627
4,372
4,353
4,861
4,457
4,668
4,963
4,495
4,708
4,702
4,193
4,315
4,644
4,307
4,683
4,44
4,717
4,221
4,132
4,388
4,147
4,128
5,516
5,515
5,329
5,366
5,34
5,417
5,145
5,759
5,770
5,623
5,520
5,585
6,822
6,555
6,221
6,68
6,127
6,79
6,158
6,576
6,318
6,6
6,214
6,414
6,324
6,694
7,109
7,886
7,318
7,584
7,300
7,447
7,495
7,86
7,554
7,203
7,824
7,127
7,351
7,973
7,799
7,594
7,247
7,649
7,745
7,690
8,756
8,72
8,464
8,218
8,807
8,699
8,825
8,551
8,121
8,740
8,379
8,804
8,200
8,852
8,66
8,208
8,786
8,71
8,486
8,151
8,329
8,306
8,752
8,685
9,289
9,548
9,501
9,800
9,418
9,649
9,440
9,270
9,235
9,658
9,699
9,268
9,900
9,725
9,37
9,825
9,339
9,960
9,965
9,854
10,226
10,612
10,55
10,632
10,492
10,484
10,786
10,57
10,209
10,817
10,331
10,219
10,338
10,723
10,978
10,176
10,377
10,589
10,104
10,337
11,587
11,456
11,734
11,938
11,731
11,536
11,50
11,591
11,449
11,300
11,700
11,769
11,227
11,726
11,545
11,890
11,429
11,737
11,602
12,463
12,782
12,214
12,104
12,478
12,557
12,513
12,178
12,789
13,972
13,533
13,663
13,796
13,989
13,167
14,481
14,213
14,893
14,758
14,560
14,101
14,864
14,339
14,663
14,34
14,793
14,358
14,373
14,337
14,140
14,171
14,353
14,774
14,539
14,188
14,107
14,817
14,849
14,306
14,144
15,557
15,178
15,429
15,261
15,549
15,976
15,459
15,75
15,193
15,598
15,309
15,299
15,574
15,778
15,281
15,921
15,284
15,730
15,224
15,872
15,476
15,898
15,321
15,419
16,673
16,783
16,868
16,793
16,370
16,406
16,296
17,540
17,419
17,236
17,290
17,417
17,697
17,183
17,908
17,533
17,677
17,654
17,848
17,635
17,453
17,140
17,226
17,856
17,210
17,411
17,559
17,382
17,63
18,55
18,572
18,449
18,620
18,31
18,132
18,268
18,178
18,131
18,26
18,38
18,716
19,738
19,294
19,545
19,557
19,728
19,121
19,486
19,265
19,643
19,896
19,909
19,274
19,143
19,477
19,206
19,201
19,779
19,476
19,494
19,933
20,927
20,864
20,981
