0,2
0,3
1,3
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
4,5
4,6
4,7
4,8
4,9
4,10
4,15
4,16
4,17
4,18
4,19
4,21
4,22
4,26
4,27
4,29
4,31
4,34
4,35
4,36
4,37
4,38
4,39
5,7
5,8
5,10
5,15
5,19
5,22
5,35
5,39
5,40
5,41
5,42
5,43
6,7
6,8
6,11
6,12
6,14
6,16
6,27
6,29
6,31
6,32
6,33
6,46
7,8
7,9
7,10
7,13
7,15
7,16
7,17
7,21
7,22
7,23
7,39
7,40
7,42
7,47
8,9
8,10
8,11
8,13
8,18
8,19
8,26
8,27
8,30
8,32
8,33
8,34
8,35
8,38
8,40
8,45
8,46
9,13
9,23
9,26
9,34
9,36
9,37
9,38
9,40
9,48
10,20
10,21
10,49
11,12
11,46
13,40
14,46
14,47
14,66
15,19
15,34
15,41
15,44
15,48
16,18
17,20
17,34
17,43
18,22
18,26
18,27
18,40
18,45
19,21
19,34
19,40
19,44
20,34
21,34
21,39
21,40
21,44
22,34
22,35
22,40
22,45
24,25
24,49
24,57
24,58
24,60
24,63
24,64
24,65
24,66
24,68
24,69
24,71
24,72
24,73
24,75
24,82
24,88
25,41
25,63
25,64
25,65
25,66
25,67
25,71
25,80
26,27
27,31
27,32
27,33
27,40
28,29
28,30
28,31
28,32
28,33
29,30
29,31
29,32
29,33
29,34
29,37
29,38
30,35
30,40
31,32
31,40
32,33
33,34
33,36
34,35
34,36
34,38
34,39
34,40
34,44
34,45
35,40
35,45
36,37
36,40
37,47
39,40
40,45
41,48
41,49
41,62
42,49
43,49
43,55
47,48
49,55
49,56
49,59
49,66
49,74
50,51
50,52
50,53
50,54
50,88
51,53
51,54
51,73
51,75
51,88
52,75
52,84
52,90
53,54
53,73
53,88
53,89
54,88
55,56
55,57
55,58
55,59
55,60
56,58
56,59
56,74
57,58
57,60
57,62
57,63
57,64
57,69
57,73
57,74
57,75
57,77
57,78
57,79
57,82
57,85
57,86
57,88
57,89
59,61
60,61
60,62
60,65
60,79
61,62
61,63
61,64
61,65
61,66
61,67
61,68
61,69
61,70
61,71
61,72
62,63
62,64
62,65
62,67
62,68
62,69
62,71
62,73
62,74
62,75
62,76
62,77
62,78
62,79
62,80
62,81
63,64
63,65
63,71
63,72
63,73
63,75
63,78
63,81
63,82
63,83
63,84
63,85
63,86
63,87
63,88
63,89
64,65
64,67
64,68
64,71
64,73
64,76
64,77
64,80
64,87
64,88
65,66
65,67
65,68
65,71
65,72
65,73
65,80
65,81
68,73
68,80
68,89
70,73
70,75
70,86
71,73
72,73
72,76
72,89
73,75
73,76
73,77
73,78
73,83
73,85
73,86
73,88
73,89
73,90
75,78
75,82
75,86
75,89
75,90
76,87
77,78
79,80
79,88
80,87
80,89
82,83
82,88
82,91
83,84
83,85
83,90
83,91
84,91
85,86
85,89
87,89
88,89
89,90
